"prtage","pesex","ptdtrace","pehspnon","prcitshp","peeduca","vote"
80,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
74,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
54,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
51,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN ABROAD OF","SOME COLLEGE BUT NO DEGREE","vote"
58,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
73,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","did not vote"
69,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
53,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
19,"MALE","White-Hawaiian","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
20,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
55,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
31,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
44,"FEMALE","White-AI","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","vote"
32,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
39,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
52,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
57,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
26,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
41,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","did not vote"
19,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
40,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
67,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","12TH GRADE NO DIPLOMA","did not vote"
21,"FEMALE","Black Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
34,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
50,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
72,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
32,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
56,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
20,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
38,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
19,"FEMALE","Black Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
69,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","did not vote"
43,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","vote"
65,"MALE","American Indian, Alaskan","NON-HISPANIC","NATIVE, BORN IN THE UNITED","12TH GRADE NO DIPLOMA","did not vote"
37,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
80,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
65,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","did not vote"
19,"FEMALE","Asian Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
41,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","9TH GRADE","vote"
41,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
26,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","vote"
20,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
37,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
41,"MALE","American Indian, Alaskan","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
58,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","did not vote"
64,"FEMALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","BACHELOR'S DEGREE","did not vote"
37,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
18,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
71,"MALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
30,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
21,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
23,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
22,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
43,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
26,"MALE","Asian Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
36,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","vote"
37,"FEMALE","White Only","HISPANIC","NATIVE, BORN ABROAD OF","BACHELOR'S DEGREE","did not vote"
30,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
18,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","vote"
43,"FEMALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","SOME COLLEGE BUT NO DEGREE","vote"
45,"FEMALE","White-AI","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
51,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","PROFESSIONAL SCHOOL DEG","vote"
25,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
20,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
35,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
29,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN PUERTO RICO OR","11TH GRADE","vote"
24,"FEMALE","Asian Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
47,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","did not vote"
40,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
56,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
47,"FEMALE","American Indian, Alaskan","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","did not vote"
40,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
38,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
28,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
57,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","did not vote"
65,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","did not vote"
60,"MALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","BACHELOR'S DEGREE","did not vote"
19,"MALE","White-Black","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
26,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
85,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
61,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
46,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
67,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","1ST, 2ND, 3RD OR 4TH GRADE","did not vote"
31,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
29,"MALE","Asian Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
25,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
19,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
51,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","did not vote"
57,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","did not vote"
37,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","LESS THAN 1ST GRADE","vote"
46,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
80,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
19,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","vote"
42,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN ABROAD OF","SOME COLLEGE BUT NO DEGREE","vote"
29,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
18,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","12TH GRADE NO DIPLOMA","vote"
46,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
49,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
31,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
48,"FEMALE","White-AI","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
60,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","vote"
29,"MALE","White Only","HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","LESS THAN 1ST GRADE","vote"
48,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
26,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
41,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
77,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
31,"FEMALE","Black Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","BACHELOR'S DEGREE","vote"
35,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
31,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
43,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
40,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
27,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
34,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","vote"
25,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
21,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","vote"
20,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
85,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
56,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
46,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
34,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
33,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
40,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","did not vote"
80,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
45,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","12TH GRADE NO DIPLOMA","did not vote"
37,"MALE","Black Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","MASTER'S DEGREE (EX: MA, MS,","vote"
36,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
20,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
77,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
33,"FEMALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","BACHELOR'S DEGREE","vote"
42,"MALE","White Only","HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","9TH GRADE","vote"
32,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
68,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
73,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","did not vote"
41,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
57,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","did not vote"
31,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","did not vote"
32,"FEMALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","SOME COLLEGE BUT NO DEGREE","vote"
53,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","12TH GRADE NO DIPLOMA","vote"
75,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","did not vote"
39,"MALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","SOME COLLEGE BUT NO DEGREE","vote"
24,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","vote"
19,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","vote"
56,"MALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
62,"MALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","11TH GRADE","did not vote"
34,"MALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
44,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","did not vote"
42,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
52,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
46,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
40,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
22,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","vote"
64,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
28,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
58,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
47,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","did not vote"
38,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
51,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
29,"FEMALE","American Indian, Alaskan","NON-HISPANIC","NATIVE, BORN IN THE UNITED","9TH GRADE","vote"
46,"FEMALE","White Only","HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","MASTER'S DEGREE (EX: MA, MS,","vote"
45,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
19,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
18,"MALE","American Indian, Alaskan","HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","vote"
53,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
60,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","9TH GRADE","did not vote"
44,"FEMALE","Hawaiian/Pacific Islander Only","NON-HISPANIC","NATIVE, BORN IN PUERTO RICO OR","SOME COLLEGE BUT NO DEGREE","vote"
43,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
73,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
50,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","did not vote"
26,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
26,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
31,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
27,"MALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","ASSOCIATE DEGREE-OCCUPATIONAL/","vote"
85,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
53,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
36,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
41,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","did not vote"
56,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
61,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","5TH OR 6TH GRADE","did not vote"
19,"FEMALE","W-A-HP","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
53,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
23,"MALE","Black Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","10TH GRADE","vote"
26,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
51,"FEMALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","BACHELOR'S DEGREE","did not vote"
26,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
20,"MALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","SOME COLLEGE BUT NO DEGREE","vote"
37,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
33,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
60,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
66,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
39,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
20,"FEMALE","Asian Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
46,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
30,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
72,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
53,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","9TH GRADE","did not vote"
30,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","vote"
40,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","9TH GRADE","vote"
31,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
22,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
35,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
28,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
43,"MALE","Asian Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","BACHELOR'S DEGREE","did not vote"
32,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
33,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","vote"
30,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
45,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
62,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
35,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
